a,b,c,d,e,f,g,h
Nov-15,Current,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63220707,FL
Jul-15,Current,60 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53684665,NH
May-15,Current,36 months,B,B2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48555628,NY
Oct-15,Fully Paid,60 months,E,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62082121,NY
Feb-15,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40520308,CA
Jul-15,Current,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55311261,MD
Aug-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57650884,TX
May-15,Current,,F,F1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49167503,NM
Mar-15,Current,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43235872,NC
May-15,,60 months,G,G1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50595828,GA
Nov-15,Current,36 months,A,A3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63762534,MD
Oct-15,Fully Paid,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61602958,TX
Mar-15,Current,36 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43359333,NY
Aug-15,Current,60 months,B,B3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57864463,IL
Oct-15,Current,36 months,A,A2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61036600,PA
May-15,Current,36 months,B,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48051293,TX
May-15,Current,,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50063401,NY
Jan-15,Current,60 months,E,E4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39867234,TX
Nov-15,Current,60 months,E,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65394213,AZ
Jul-15,Current,60 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55412141,GA
Aug-15,Current,60 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55291461,NC
Jul-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54543444,CA
Apr-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46808260,TN
Oct-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63400933,
Jul-15,Current,36 months,C,C4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51918648,MD
Jun-15,Current,36 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51896158,TX
Aug-15,Current,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57724287,GA
Oct-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61329585,MO
Aug-15,Current,36 months,C,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55969964,PA
Nov-15,Current,36 months,C,C1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65634468,MA
May-15,,36 months,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46695329,CA
Nov-15,,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63409600,CA
Jul-15,Current,,F,F3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56002953,TN
Aug-15,Current,60 months,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56047885,WA
Oct-15,,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60961310,NM
Dec-15,Issued,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68553318,PA
Jan-15,Current,60 months,,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38505703,MA
Jan-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37680706,CA
Oct-15,Current,36 months,D,D1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61037847,FL
Mar-15,Current,36 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41237235,NJ
Oct-15,Current,36 months,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63526900,CA
Dec-15,Issued,36 months,A,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67545995,MD
Aug-15,Current,36 months,D,,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55453909,MA
Jun-15,Current,36 months,,A1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51167888,OR
Jul-15,Current,60 months,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55472427,KY
Mar-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44125895,CO
Dec-15,,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66454465,TX
Apr-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46517983,CO
Nov-15,Current,36 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65130022,
Jul-15,Current,60 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57325152,SD
Dec-15,Current,36 months,,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68009721,OR
Jan-15,Current,,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=37958255,WA
Aug-15,Current,60 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57702208,MD
Jul-15,Current,36 months,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55081356,WA
Aug-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56021008,IL
Sep-15,Current,36 months,E,E2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59120666,CA
Feb-15,Current,36 months,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40984183,GA
Aug-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57064265,WA
Mar-15,Fully Paid,36 months,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43510059,FL
Jun-15,,36 months,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50566099,DE
Sep-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59189238,IL
Sep-15,Current,36 months,A,A2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60005198,NC
Aug-15,Current,60 months,,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58583847,AZ
Dec-15,Current,36 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66150553,MI
Jun-15,Current,60 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50606021,FL
Jul-15,,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54037229,IL
Aug-15,Current,60 months,E,E1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59109967,IL
,Current,36 months,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60794310,TX
Jul-15,Current,36 months,,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53091770,FL
Jun-15,Current,60 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51356997,AL
Dec-15,Issued,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67898118,CA
Nov-15,Current,,F,F3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65394747,FL
Jul-15,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51908196,CA
Jul-15,Fully Paid,36 months,E,E3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53524575,CT
Dec-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66005150,NJ
May-15,Current,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46805494,NY
Jul-15,Current,60 months,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55289841,NY
Aug-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56974892,
Oct-15,Current,60 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63425597,MD
Dec-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66640177,
Oct-15,Current,36 months,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61331738,CO
Oct-15,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61401272,NY
Apr-15,,36 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46255263,AZ
Oct-15,Current,36 months,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60924592,MI
May-15,Current,36 months,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50273592,UT
,Current,60 months,E,E1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62295436,NV
Nov-15,Current,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64381442,HI
Feb-15,Current,36 months,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41012472,GA
Apr-15,Current,36 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43802222,NM
Aug-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57355391,CA
Mar-15,Current,36 months,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43840939,CO
Dec-15,,36 months,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66514543,HI
Dec-15,Current,36 months,A,A3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68443928,AK
Jul-15,Current,36 months,B,B3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55210411,HI
Aug-15,Current,60 months,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57578697,NY
Sep-15,Current,36 months,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60555872,
Aug-15,Current,60 months,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56019851,CA
Dec-15,Current,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66454731,NY
Jul-15,Current,36 months,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53684666,OK
,Fully Paid,60 months,E,E5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43539777,NC
Oct-15,,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60864829,FL
Jun-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51929234,MD
Oct-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61953351,CT
Jun-15,Current,36 months,B,B1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52708742,OH
Apr-15,Current,,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42324531,HI
Oct-15,Current,36 months,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61642143,IL
May-15,Current,36 months,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48926553,WI
Dec-15,,36 months,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65967065,TX
,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57315227,OH
May-15,Current,36 months,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50316016,CA
Jun-15,,60 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51907502,UT
Apr-15,Default,36 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45464165,MD
Nov-15,Current,36 months,B,B5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65712266,NY
Mar-15,,60 months,F,F1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41910408,PA
,Current,36 months,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38922367,NV
Jul-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56017345,MI
Sep-15,Current,36 months,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60801811,WI
May-15,Current,36 months,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47200502,NC
Mar-15,Current,36 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42444181,FL
Aug-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58594265,CO
Jul-15,Current,36 months,B,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55300475,CT
Jul-15,Current,60 months,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56622451,CO
Mar-15,Current,60 months,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42424584,CA
May-15,Current,60 months,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48594798,CA
,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57136387,NJ
Apr-15,Current,36 months,A,A5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45112347,NY
Dec-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65894228,TX
Jun-15,Current,60 months,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51857079,UT
Oct-15,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62166159,GA
Jun-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50425140,VT
Oct-15,Current,60 months,D,D5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61702440,CA
Sep-15,Current,36 months,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60706815,MA
Sep-15,,36 months,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59472786,MO
Sep-15,Current,36 months,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60257211,TX
Jul-15,,60 months,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55563495,HI
Dec-15,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66085747,FL
Mar-15,,60 months,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43286597,CA
Jan-15,Current,36 months,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38419045,FL
Jul-15,Current,36 months,E,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55288490,WA
Nov-15,Current,36 months,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65721568,PA
Jul-15,Current,60 months,D,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54316092,NY
Apr-15,Current,60 months,,E5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43906079,CA
Oct-15,Current,,B,B1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63359428,NY
Dec-15,Current,36 months,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65865040,CO
Aug-15,Current,,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57255005,PA
Nov-15,Current,36 months,,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64077734,PA
May-15,Current,36 months,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49218109,GA
Sep-15,Current,36 months,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60655876,CA
Oct-15,Current,36 months,,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61478540,CA
Dec-15,Issued,36 months,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68485505,IL
Apr-15,In Grace Period,60 months,,E1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=45142309,NC
,Current,36 months,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56532856,CA
Feb-15,Current,60 months,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40370548,GA
